Port,Protocol,Service,Description,Risk,Category,Recommendation
2111,udp,dsatp,OPNET Dynamic Sampling Agent Transaction Protocol,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2112,tcp,idonix-metanet,Idonix MetaNet,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2112,udp,idonix-metanet,Idonix MetaNet,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2113,tcp,hsl-storm,HSL StoRM,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2113,udp,hsl-storm,HSL StoRM,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2114,tcp,ariascribe,Classical Music Meta-Data Access and Enhancement,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2114,udp,ariascribe,Classical Music Meta-Data Access and Enhancement,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2115,tcp,kdm,Key Distribution Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2115,udp,kdm,Key Distribution Manager,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2116,tcp,ccowcmr,CCOWCMR,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2116,udp,ccowcmr,CCOWCMR,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2117,tcp,mentaclient,MENTACLIENT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2117,udp,mentaclient,MENTACLIENT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2118,tcp,mentaserver,MENTASERVER,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2118,udp,mentaserver,MENTASERVER,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2119,tcp,gsigatekeeper,GSIGATEKEEPER,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2119,udp,gsigatekeeper,GSIGATEKEEPER,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2120,tcp,qencp,Quick Eagle Networks CP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2120,udp,qencp,Quick Eagle Networks CP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2121,tcp,scientia-ssdb,SCIENTIA-SSDB,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2121,udp,scientia-ssdb,SCIENTIA-SSDB,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2122,tcp,caupc-remote,CauPC Remote Control,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
2122,udp,caupc-remote,CauPC Remote Control,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
2123,tcp,gtp-control,GTP-Control Plane (3GPP),LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2123,udp,gtp-control,GTP-Control Plane (3GPP),LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2124,tcp,elatelink,ELATELINK,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2124,udp,elatelink,ELATELINK,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2125,tcp,lockstep,LOCKSTEP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2125,udp,lockstep,LOCKSTEP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2126,tcp,pktcable-cops,PktCable-COPS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2126,udp,pktcable-cops,PktCable-COPS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2127,tcp,index-pc-wb,INDEX-PC-WB,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2127,udp,index-pc-wb,INDEX-PC-WB,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2128,tcp,net-steward,Net Steward Control,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2128,udp,net-steward,Net Steward Control,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2129,tcp,cs-live,cs-live.com,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2129,udp,cs-live,cs-live.com,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2130,tcp,xds,XDS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2130,udp,xds,XDS,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2131,tcp,avantageb2b,Avantageb2b,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2131,udp,avantageb2b,Avantageb2b,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2132,tcp,solera-epmap,SoleraTec End Point Map,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
2132,udp,solera-epmap,SoleraTec End Point Map,MEDIUM,Windows Services,Disable legacy protocols; Restrict internal access; Apply latest Microsoft security updates.
2133,tcp,zymed-zpp,ZYMED-ZPP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2133,udp,zymed-zpp,ZYMED-ZPP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2134,tcp,avenue,AVENUE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2134,udp,avenue,AVENUE,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2135,tcp,gris,Grid Resource Information Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2135,udp,gris,Grid Resource Information Server,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2136,tcp,appworxsrv,APPWORXSRV,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2136,udp,appworxsrv,APPWORXSRV,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2137,tcp,connect,CONNECT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2137,udp,connect,CONNECT,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2138,tcp,unbind-cluster,UNBIND-CLUSTER,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2138,udp,unbind-cluster,UNBIND-CLUSTER,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2139,tcp,ias-auth,IAS-AUTH,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2139,udp,ias-auth,IAS-AUTH,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2140,tcp,ias-reg,IAS-REG,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2140,udp,ias-reg,IAS-REG,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2141,tcp,ias-admind,IAS-ADMIND,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2141,udp,ias-admind,IAS-ADMIND,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2142,tcp,tdmoip,TDM OVER IP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2142,udp,tdmoip,TDM OVER IP,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2143,tcp,lv-jc,Live Vault Job Control,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2143,udp,lv-jc,Live Vault Job Control,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2144,tcp,lv-ffx,Live Vault Fast Object Transfer,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2144,udp,lv-ffx,Live Vault Fast Object Transfer,LOW,General Services,Review service configuration; Disable if unused; Apply security patches regularly.
2145,tcp,lv-pici,Live Vault Remote Diagnostic Console Support,LOW,Remote Access,Restrict access by IP; Enable MFA; Use VPN; Disable unused remote access services.
